Program,Year,State,State ANSI,County,County ANSI,FIPS,Commodity,Data Item,Value
SURVEY,1983,NORTH CAROLINA,37,BEAUFORT,13,37013,SWEET POTATOES,"SWEET POTATOES - YIELD, MEASURED IN CWT / ACRE",130
SURVEY,1983,SOUTH CAROLINA,45,BEAUFORT,13,45013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",85.4
SURVEY,1983,SOUTH CAROLINA,45,BEAUFORT,13,45013,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",22.8
SURVEY,1982,GEORGIA,13,BARROW,13,13013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",35.9
SURVEY,1982,GEORGIA,13,BARROW,13,13013,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",27.4
SURVEY,1982,NORTH CAROLINA,37,BEAUFORT,13,37013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",108
SURVEY,1982,NORTH CAROLINA,37,BEAUFORT,13,37013,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2250
SURVEY,1982,NORTH CAROLINA,37,BEAUFORT,13,37013,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",28
SURVEY,1982,SOUTH CAROLINA,45,BEAUFORT,13,45013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",59.9
SURVEY,1982,SOUTH CAROLINA,45,BEAUFORT,13,45013,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",21.2
SURVEY,1981,GEORGIA,13,BARROW,13,13013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",20.6
SURVEY,1981,GEORGIA,13,BARROW,13,13013,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",14.3
SURVEY,1981,NORTH CAROLINA,37,BEAUFORT,13,37013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",95
SURVEY,1981,NORTH CAROLINA,37,BEAUFORT,13,37013,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2425
SURVEY,1981,NORTH CAROLINA,37,BEAUFORT,13,37013,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",26
SURVEY,1981,SOUTH CAROLINA,45,BEAUFORT,13,45013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",51.2
SURVEY,1981,SOUTH CAROLINA,45,BEAUFORT,13,45013,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",24.5
SURVEY,1980,GEORGIA,13,BARROW,13,13013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",22.4
SURVEY,1980,GEORGIA,13,BARROW,13,13013,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",9.1
SURVEY,1980,NORTH CAROLINA,37,BEAUFORT,13,37013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",73
SURVEY,1980,NORTH CAROLINA,37,BEAUFORT,13,37013,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2240
SURVEY,1980,NORTH CAROLINA,37,BEAUFORT,13,37013,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",23
SURVEY,1980,SOUTH CAROLINA,45,BEAUFORT,13,45013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",67.6
SURVEY,1980,SOUTH CAROLINA,45,BEAUFORT,13,45013,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",17.8
SURVEY,2017,GEORGIA,13,BARTOW,15,13015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",149
SURVEY,2017,GEORGIA,13,BARTOW,15,13015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.3
SURVEY,2017,NORTH CAROLINA,37,BERTIE,15,37015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",137.5
SURVEY,2017,NORTH CAROLINA,37,BERTIE,15,37015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",1025
SURVEY,2017,NORTH CAROLINA,37,BERTIE,15,37015,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",4350
SURVEY,2017,NORTH CAROLINA,37,BERTIE,15,37015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",44.7
SURVEY,2017,SOUTH CAROLINA,45,BERKELEY,15,45015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",28.5
SURVEY,2016,GEORGIA,13,BARTOW,15,13015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",17
SURVEY,2016,NORTH CAROLINA,37,BERTIE,15,37015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",130.4
SURVEY,2016,NORTH CAROLINA,37,BERTIE,15,37015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",597
SURVEY,2016,NORTH CAROLINA,37,BERTIE,15,37015,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",3522
SURVEY,2016,NORTH CAROLINA,37,BERTIE,15,37015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",33.5
SURVEY,2015,GEORGIA,13,BARTOW,15,13015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",119
SURVEY,2015,NORTH CAROLINA,37,BERTIE,15,37015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",110.7
SURVEY,2015,NORTH CAROLINA,37,BERTIE,15,37015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",731
SURVEY,2015,NORTH CAROLINA,37,BERTIE,15,37015,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",3952
SURVEY,2015,NORTH CAROLINA,37,BERTIE,15,37015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",32.5
SURVEY,2015,SOUTH CAROLINA,45,BERKELEY,15,45015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",65
SURVEY,2014,GEORGIA,13,BARTOW,15,13015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",116.1
SURVEY,2014,GEORGIA,13,BARTOW,15,13015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",29.7
SURVEY,2014,NORTH CAROLINA,37,BERTIE,15,37015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",128.7
SURVEY,2014,NORTH CAROLINA,37,BERTIE,15,37015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",1088
SURVEY,2014,NORTH CAROLINA,37,BERTIE,15,37015,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",4265
SURVEY,2014,NORTH CAROLINA,37,BERTIE,15,37015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",43.9
SURVEY,2014,SOUTH CAROLINA,45,BERKELEY,15,45015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",96.4
SURVEY,2014,SOUTH CAROLINA,45,BERKELEY,15,45015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",32
SURVEY,2013,GEORGIA,13,BARTOW,15,13015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",166.7
SURVEY,2013,GEORGIA,13,BARTOW,15,13015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",36.9
SURVEY,2013,NORTH CAROLINA,37,BERTIE,15,37015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",135.3
SURVEY,2013,NORTH CAROLINA,37,BERTIE,15,37015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",919
SURVEY,2013,NORTH CAROLINA,37,BERTIE,15,37015,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",4060
SURVEY,2013,NORTH CAROLINA,37,BERTIE,15,37015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",34.4
SURVEY,2013,SOUTH CAROLINA,45,BERKELEY,15,45015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",86.2
SURVEY,2013,SOUTH CAROLINA,45,BERKELEY,15,45015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",24.6
SURVEY,2012,GEORGIA,13,BARTOW,15,13015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",146.5
SURVEY,2012,GEORGIA,13,BARTOW,15,13015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",37.9
SURVEY,2012,NORTH CAROLINA,37,BERTIE,15,37015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",92.8
SURVEY,2012,NORTH CAROLINA,37,BERTIE,15,37015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",998
SURVEY,2012,NORTH CAROLINA,37,BERTIE,15,37015,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",4109
SURVEY,2012,NORTH CAROLINA,37,BERTIE,15,37015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",41.1
SURVEY,2012,SOUTH CAROLINA,45,BERKELEY,15,45015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",94.5
SURVEY,2012,SOUTH CAROLINA,45,BERKELEY,15,45015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",24.5
SURVEY,2011,GEORGIA,13,BARTOW,15,13015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",21.9
SURVEY,2011,NORTH CAROLINA,37,BERTIE,15,37015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",59.7
SURVEY,2011,NORTH CAROLINA,37,BERTIE,15,37015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",610
SURVEY,2011,NORTH CAROLINA,37,BERTIE,15,37015,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",3582
SURVEY,2011,NORTH CAROLINA,37,BERTIE,15,37015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",34
SURVEY,2011,SOUTH CAROLINA,45,BERKELEY,15,45015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",38.5
SURVEY,2010,GEORGIA,13,BARTOW,15,13015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",32.3
SURVEY,2010,NORTH CAROLINA,37,BERTIE,15,37015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",51.2
SURVEY,2010,NORTH CAROLINA,37,BERTIE,15,37015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",742
SURVEY,2010,NORTH CAROLINA,37,BERTIE,15,37015,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2675
SURVEY,2010,NORTH CAROLINA,37,BERTIE,15,37015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",22.2
SURVEY,2010,SOUTH CAROLINA,45,BERKELEY,15,45015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",68.2
SURVEY,2010,SOUTH CAROLINA,45,BERKELEY,15,45015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",28.8
SURVEY,2009,GEORGIA,13,BARTOW,15,13015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",130
SURVEY,2009,GEORGIA,13,BARTOW,15,13015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",39.5
SURVEY,2009,NORTH CAROLINA,37,BERTIE,15,37015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",101
SURVEY,2009,NORTH CAROLINA,37,BERTIE,15,37015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",1041
SURVEY,2009,NORTH CAROLINA,37,BERTIE,15,37015,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",3675
SURVEY,2009,NORTH CAROLINA,37,BERTIE,15,37015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",36.5
SURVEY,2009,SOUTH CAROLINA,45,BERKELEY,15,45015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",72
SURVEY,2008,NORTH CAROLINA,37,BERTIE,15,37015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",82
SURVEY,2008,NORTH CAROLINA,37,BERTIE,15,37015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",755
SURVEY,2008,NORTH CAROLINA,37,BERTIE,15,37015,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",3555
SURVEY,2008,NORTH CAROLINA,37,BERTIE,15,37015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",31
SURVEY,2008,SOUTH CAROLINA,45,BERKELEY,15,45015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",64
SURVEY,2007,GEORGIA,13,BARTOW,15,13015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",92
SURVEY,2007,NORTH CAROLINA,37,BERTIE,15,37015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",63
SURVEY,2007,NORTH CAROLINA,37,BERTIE,15,37015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",847
SURVEY,2007,NORTH CAROLINA,37,BERTIE,15,37015,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",3370
SURVEY,2007,NORTH CAROLINA,37,BERTIE,15,37015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",26
SURVEY,2007,SOUTH CAROLINA,45,BERKELEY,15,45015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",70
SURVEY,2007,SOUTH CAROLINA,45,BERKELEY,15,45015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",23
SURVEY,2006,GEORGIA,13,BARTOW,15,13015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",78
SURVEY,2006,GEORGIA,13,BARTOW,15,13015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",23
SURVEY,2006,NORTH CAROLINA,37,BERTIE,15,37015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",123
SURVEY,2006,NORTH CAROLINA,37,BERTIE,15,37015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",742
SURVEY,2006,NORTH CAROLINA,37,BERTIE,15,37015,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",3290
SURVEY,2006,NORTH CAROLINA,37,BERTIE,15,37015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",33
SURVEY,2006,SOUTH CAROLINA,45,BERKELEY,15,45015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",82
SURVEY,2006,SOUTH CAROLINA,45,BERKELEY,15,45015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",262
SURVEY,2006,SOUTH CAROLINA,45,BERKELEY,15,45015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",25
SURVEY,2005,GEORGIA,13,BARTOW,15,13015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",128
SURVEY,2005,GEORGIA,13,BARTOW,15,13015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",20
SURVEY,2005,NORTH CAROLINA,37,BERTIE,15,37015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",108
SURVEY,2005,NORTH CAROLINA,37,BERTIE,15,37015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",869
SURVEY,2005,NORTH CAROLINA,37,BERTIE,15,37015,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2930
SURVEY,2005,NORTH CAROLINA,37,BERTIE,15,37015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",29
SURVEY,2005,SOUTH CAROLINA,45,BERKELEY,15,45015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",77
SURVEY,2005,SOUTH CAROLINA,45,BERKELEY,15,45015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",524
SURVEY,2005,SOUTH CAROLINA,45,BERKELEY,15,45015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",14
SURVEY,2004,GEORGIA,13,BARTOW,15,13015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",114
SURVEY,2004,GEORGIA,13,BARTOW,15,13015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",1135
SURVEY,2004,GEORGIA,13,BARTOW,15,13015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",32
SURVEY,2004,NORTH CAROLINA,37,BERTIE,15,37015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",118
SURVEY,2004,NORTH CAROLINA,37,BERTIE,15,37015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",952
SURVEY,2004,NORTH CAROLINA,37,BERTIE,15,37015,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",3465
SURVEY,2004,NORTH CAROLINA,37,BERTIE,15,37015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",36
SURVEY,2004,SOUTH CAROLINA,45,BERKELEY,15,45015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",71
SURVEY,2004,SOUTH CAROLINA,45,BERKELEY,15,45015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",524
SURVEY,2004,SOUTH CAROLINA,45,BERKELEY,15,45015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",21
SURVEY,2003,GEORGIA,13,BARTOW,15,13015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",131
SURVEY,2003,GEORGIA,13,BARTOW,15,13015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",41
SURVEY,2003,NORTH CAROLINA,37,BERTIE,15,37015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",91
SURVEY,2003,NORTH CAROLINA,37,BERTIE,15,37015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",726
SURVEY,2003,NORTH CAROLINA,37,BERTIE,15,37015,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",3050
SURVEY,2003,NORTH CAROLINA,37,BERTIE,15,37015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",32
SURVEY,2003,SOUTH CAROLINA,45,BERKELEY,15,45015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",62
SURVEY,2003,SOUTH CAROLINA,45,BERKELEY,15,45015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",27
SURVEY,2002,GEORGIA,13,BARTOW,15,13015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",115
SURVEY,2002,GEORGIA,13,BARTOW,15,13015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",23
SURVEY,2002,NORTH CAROLINA,37,BERTIE,15,37015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",63
SURVEY,2002,NORTH CAROLINA,37,BERTIE,15,37015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",417
SURVEY,2002,NORTH CAROLINA,37,BERTIE,15,37015,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2220
SURVEY,2002,NORTH CAROLINA,37,BERTIE,15,37015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",26
SURVEY,2002,SOUTH CAROLINA,45,BERKELEY,15,45015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",52
SURVEY,2002,SOUTH CAROLINA,45,BERKELEY,15,45015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",21
SURVEY,2001,GEORGIA,13,BARTOW,15,13015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",114
SURVEY,2001,GEORGIA,13,BARTOW,15,13015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",33
SURVEY,2001,NORTH CAROLINA,37,BERTIE,15,37015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",126
SURVEY,2001,NORTH CAROLINA,37,BERTIE,15,37015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",845
SURVEY,2001,NORTH CAROLINA,37,BERTIE,15,37015,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2680
SURVEY,2001,NORTH CAROLINA,37,BERTIE,15,37015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",33
SURVEY,2001,SOUTH CAROLINA,45,BERKELEY,15,45015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",79
SURVEY,2001,SOUTH CAROLINA,45,BERKELEY,15,45015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",480
SURVEY,2001,SOUTH CAROLINA,45,BERKELEY,15,45015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",19
SURVEY,2000,GEORGIA,13,BARTOW,15,13015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",101
SURVEY,2000,GEORGIA,13,BARTOW,15,13015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",33
SURVEY,2000,NORTH CAROLINA,37,BERTIE,15,37015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",113
SURVEY,2000,NORTH CAROLINA,37,BERTIE,15,37015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",765
SURVEY,2000,NORTH CAROLINA,37,BERTIE,15,37015,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2585
SURVEY,2000,NORTH CAROLINA,37,BERTIE,15,37015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",33
SURVEY,2000,SOUTH CAROLINA,45,BERKELEY,15,45015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",64
SURVEY,2000,SOUTH CAROLINA,45,BERKELEY,15,45015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",524
SURVEY,2000,SOUTH CAROLINA,45,BERKELEY,15,45015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",23
SURVEY,1999,GEORGIA,13,BARTOW,15,13015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",95
SURVEY,1999,GEORGIA,13,BARTOW,15,13015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",26
SURVEY,1999,NORTH CAROLINA,37,BERTIE,15,37015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",76
SURVEY,1999,NORTH CAROLINA,37,BERTIE,15,37015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",556
SURVEY,1999,NORTH CAROLINA,37,BERTIE,15,37015,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2435
SURVEY,1999,NORTH CAROLINA,37,BERTIE,15,37015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",23
SURVEY,1999,SOUTH CAROLINA,45,BERKELEY,15,45015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",60
SURVEY,1999,SOUTH CAROLINA,45,BERKELEY,15,45015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",400
SURVEY,1999,SOUTH CAROLINA,45,BERKELEY,15,45015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",22
SURVEY,1998,GEORGIA,13,BARTOW,15,13015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",102.9
SURVEY,1998,GEORGIA,13,BARTOW,15,13015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",762
SURVEY,1998,GEORGIA,13,BARTOW,15,13015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",23
SURVEY,1998,NORTH CAROLINA,37,BERTIE,15,37015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",85
SURVEY,1998,NORTH CAROLINA,37,BERTIE,15,37015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",835
SURVEY,1998,NORTH CAROLINA,37,BERTIE,15,37015,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",3050
SURVEY,1998,NORTH CAROLINA,37,BERTIE,15,37015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",34
SURVEY,1998,SOUTH CAROLINA,45,BERKELEY,15,45015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",36
SURVEY,1998,SOUTH CAROLINA,45,BERKELEY,15,45015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",384
SURVEY,1998,SOUTH CAROLINA,45,BERKELEY,15,45015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",23
SURVEY,1997,GEORGIA,13,BARTOW,15,13015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",100
SURVEY,1997,GEORGIA,13,BARTOW,15,13015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",549
SURVEY,1997,GEORGIA,13,BARTOW,15,13015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",22.4
SURVEY,1997,NORTH CAROLINA,37,BERTIE,15,37015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",83
SURVEY,1997,NORTH CAROLINA,37,BERTIE,15,37015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",644
SURVEY,1997,NORTH CAROLINA,37,BERTIE,15,37015,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2760
SURVEY,1997,NORTH CAROLINA,37,BERTIE,15,37015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",32
SURVEY,1997,SOUTH CAROLINA,45,BERKELEY,15,45015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",74
SURVEY,1997,SOUTH CAROLINA,45,BERKELEY,15,45015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",400
SURVEY,1997,SOUTH CAROLINA,45,BERKELEY,15,45015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",23
SURVEY,1996,GEORGIA,13,BARTOW,15,13015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",72.5
SURVEY,1996,GEORGIA,13,BARTOW,15,13015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",720
SURVEY,1996,GEORGIA,13,BARTOW,15,13015,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",34
SURVEY,1996,NORTH CAROLINA,37,BERTIE,15,37015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",99
SURVEY,1996,NORTH CAROLINA,37,BERTIE,15,37015,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",741
SURVEY,1996,NORTH CAROLINA,37,BERTIE,15,37015,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2705
